Link,Bookshelf,Type_Bookshelf,Category,Sub_Category,Book_name,Quantity_Sold,Undiscounted_price,Discounted_price,Percent_discount,Time_Delivery,Shipping_fee,Bookstore
GIAO SIÊU TỐC 2HLối Tắt Khởi Nghiệp - Con Đường Ngắn Từ Tay Trắng Đến Thành Công Bền VữngĐã bán 1000+114.000 ₫-33%,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách khởi nghiệp,Lối Tắt Khởi Nghiệp - Con Đường Ngắn Từ Tay Trắng Đến Thành Công Bền Vững,Đã bán 1000+,169.000 ₫,114.000 ₫,-33%,Trước 10:00 ngày mai19.000đFreeship 100% chỉ với 31 ASA,19.000đ,KHỞI NGHIỆP BOOK
"Sách Kinh Tế Hấp Dẫn: PDCA Chuyên Nghiệp (Sách Quản Lý, Quản Trị Dự Án Đáng Đọc)Đã bán 579.191 ₫",Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,"Sách quản trị, lãnh đạo","Sách Kinh Tế Hấp Dẫn: PDCA Chuyên Nghiệp (Sách Quản Lý, Quản Trị Dự Án Đáng Đọc)",Đã bán 5,0,79.191 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 1K đh 249K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 1K đh 249K),Times Books
"Tôi Đã Kiếm Được 2.000.000 Đô-La Từ Thị Trường Chứng Khoán Như Thế Nào? (Tái Bản 2018) [ Sách Kinh Tế, Dạy Cách Làm Giàu / Tặng Kèm Postcard Greenlife ]Đã bán 1870.850 ₫",Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,"Tôi Đã Kiếm Được 2.000.000 Đô-La Từ Thị Trường Chứng Khoán Như Thế Nào? (Tái Bản 2018) [ Sách Kinh Tế, Dạy Cách Làm Giàu / Tặng Kèm Postcard Greenlife ]",Đã bán 18,0,70.850 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 1K đh 249K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 1K đh 249K),Times Books
"Combo 2 Cuốn Sách Kinh Tế Hay, Nên Đọc Để Thành Công: Chiến Tranh Tiền Tệ-Sự Thống Trị Của Quyền Lực Tài Chính (Phần 2) + Bí Quyết Đầu Tư & Kinh Doanh Chứng Khoán Của Tỷ Phú Warren Buffett Và George Soros (Tái Bản)Đã bán 24303.000 ₫",Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,"Sách tài chính, tiền tệ","Combo 2 Cuốn Sách Kinh Tế Hay, Nên Đọc Để Thành Công: Chiến Tranh Tiền Tệ-Sự Thống Trị Của Quyền Lực Tài Chính (Phần 2) + Bí Quyết Đầu Tư & Kinh Doanh Chứng Khoán Của Tỷ Phú Warren Buffett Và George Soros (Tái Bản)",Đã bán 24,0,303.000 ₫,0,"Thứ 4, ngày 25/050đ (đã trừ 18K Freeship)",0đ (đã trừ 18K Freeship),AHABOOKS
Combo Sách kinh Tế : Tất Tần Tật Về Quản Lý Dự Án + Checklist Thông Minh Cho Mọi Dự Án ( Tặng kèm Bookmark Green Life)Đã bán 5164.001 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Combo Sách kinh Tế : Tất Tần Tật Về Quản Lý Dự Án + Checklist Thông Minh Cho Mọi Dự Án ( Tặng kèm Bookmark Green Life),Đã bán 5,0,164.001 ₫,0,"Thứ 7, ngày 28/050đ (đã trừ 18K Freeship)",0đ (đã trừ 18K Freeship),AHABOOKS
Giáo Trình Quản Trị Logistics (Dùng Cho Ngànhkinh Tế Và Quản Trị Kinh Doanh)Đã bán 121112.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kinh tế học,Giáo Trình Quản Trị Logistics (Dùng Cho Ngànhkinh Tế Và Quản Trị Kinh Doanh),Đã bán 121,0,112.000 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 30K đh 149K),Nhà Sách Minh Đức
"Kinh Tế Học Thiêng Liêng: Tiền Bạc, Quà Tặng Và Xã Hội Trong Thời Đại Chuyển Giao - Charles EisensteinĐã bán 31400.000 ₫",Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kinh tế học,"Kinh Tế Học Thiêng Liêng: Tiền Bạc, Quà Tặng Và Xã Hội Trong Thời Đại Chuyển Giao - Charles Eisenstein",Đã bán 31,0,400.000 ₫,0,"Thứ 7, ngày 28/050đ (đã trừ 18K Freeship)",0đ (đã trừ 18K Freeship),An Nam Thư Quán
Sách kinh tế hay 7 Nguyên Tắc Bất Biến Để Xây Dựng Doanh Nghiệp Nhỏ( Tặng kèm Bookmark Happy Life)Đã bán 17100.516 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Sách kinh tế hay 7 Nguyên Tắc Bất Biến Để Xây Dựng Doanh Nghiệp Nhỏ( Tặng kèm Bookmark Happy Life),Đã bán 17,0,100.516 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 30K đh 149K),Phương Đông Books
Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Bìa Cứng)Đã bán 1000+125.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Khéo Ăn Nói Sẽ Có Được Thiên Hạ (Bìa Cứng),Đã bán 1000+,0,125.000 ₫,0,"Thứ 3, ngày 24/0514.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 23 ASA",14.000đ (Freeship 30K đh 149K),Nhà sách Fahasa
"Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""Đã bán 95109.000 ₫-42%",Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,"Sách tài chính, tiền tệ","Kế Hoạch Quản Lý Tài Chính Cá Nhân - ""Phương Pháp 9 Bước Để Đặt Được Tự Do Tài Chính""",Đã bán 95,189.000 ₫,109.000 ₫,-42%,"Thứ 3, ngày 24/0514.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 23 ASA",14.000đ (Freeship 30K đh 149K),Nhà sách Fahasa
GIAO SIÊU TỐC 2HCombo Công Cụ Quản Lý Siêu Hiệu Quả  Trong Kinh Doanh ( OKR - Phương Pháp Thiết Lập Mục Tiêu Và Quản Lý Công Việc Vượt Trội + KPI - Công Cụ Quản Lý Nhân Sự Hiệu Quả ) Đã bán 1000+167.300 ₫-30%Quà tặng kèm,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Combo Công Cụ Quản Lý Siêu Hiệu Quả  Trong Kinh Doanh ( OKR - Phương Pháp Thiết Lập Mục Tiêu Và Quản Lý Công Việc Vượt Trội + KPI - Công Cụ Quản Lý Nhân Sự Hiệu Quả ),Đã bán 1000+,239.000 ₫,167.300 ₫,-30%,Trước 10:00 ngày mai19.000đFreeship 100% chỉ với 31 ASA,19.000đ,Tiki Trading
GIAO SIÊU TỐC 2HThe Design Thinking Playbook- Thực Hành Tư Duy Thiết KếĐã bán 1000+206.000 ₫-31%,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,The Design Thinking Playbook- Thực Hành Tư Duy Thiết Kế,Đã bán 1000+,299.000 ₫,206.000 ₫,-31%,Trước 10:00 ngày mai19.000đFreeship 100% chỉ với 31 ASA,19.000đ,Tiki Trading
Quản Lý Thời Gian Thông Minh Của Người Thành Đạt: Bí Quyết Thành Công Của Triệu Phú AnhĐã bán 199.900 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Quản Lý Thời Gian Thông Minh Của Người Thành Đạt: Bí Quyết Thành Công Của Triệu Phú Anh,Đã bán 1,0,99.900 ₫,0,"Thứ 7, ngày 28/0518.000đFreeship 100% chỉ với 30 ASA",18.000đ,aacboks
GIAO SIÊU TỐC 2HKhởi Nghiệp Kinh Doanh Online - Bán Hàng Hiệu Quả Trên FacebookĐã bán 1000+190.000 ₫-5%,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách Marketing - Bán hàng,Khởi Nghiệp Kinh Doanh Online - Bán Hàng Hiệu Quả Trên Facebook,Đã bán 1000+,199.000 ₫,190.000 ₫,-5%,Trước 10:00 ngày mai19.000đFreeship 100% chỉ với 31 ASA,19.000đ,KHỞI NGHIỆP BOOK
Phân Tích Thị Trường Chứng KhoánĐã bán 154109.000 ₫-42%,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Phân Tích Thị Trường Chứng Khoán,Đã bán 154,189.000 ₫,109.000 ₫,-42%,"Thứ 3, ngày 24/0514.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 23 ASA",14.000đ (Freeship 30K đh 149K),Nhà sách Fahasa
Combo Tuyệt Chiêu Làm Giàu: Quyền Năng Làm Giàu + Nghĩ Giàu Làm Giàu 365 Ngày - Positive Action Plan (Top sách Kinh tế bán chạy nhất của Napoleon Hill )Đã bán 6181.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách kinh tế,Sách kỹ năng làm việc,Combo Tuyệt Chiêu Làm Giàu: Quyền Năng Làm Giàu + Nghĩ Giàu Làm Giàu 365 Ngày - Positive Action Plan (Top sách Kinh tế bán chạy nhất của Napoleon Hill ),Đã bán 6,0,181.000 ₫,0,"Thứ 4, ngày 25/050đ (đã trừ 10K Freeship)",0đ (đã trừ 10K Freeship),Nhà Sách Vĩnh Thụy
"Sách - Combo Khoa cúng tổng hợp ,Tập văn cúng gia tiên (Văn khấn nôm tại nhà)Đã bán 1080.000 ₫",Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Phong Tục - Tập Quán,"Sách - Combo Khoa cúng tổng hợp ,Tập văn cúng gia tiên (Văn khấn nôm tại nhà)",Đã bán 10,0,80.000 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 30K đh 149K),Minhhabooks
Văn hóa dân gian vùng Đồng Tháp MườiĐã bán 12125.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Địa Danh - Du Lịch,Văn hóa dân gian vùng Đồng Tháp Mười,Đã bán 12,0,125.000 ₫,0,"Thứ 4, ngày 25/0510.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 16 ASA",10.000đ (Freeship 30K đh 149K),Vinabook JSC
GIAO SÁNG MAIGiữ Gìn Bản Sắc Văn Hóa Dân TộcĐã bán 9250.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Địa Danh - Du Lịch,Giữ Gìn Bản Sắc Văn Hóa Dân Tộc,Đã bán 9,0,250.000 ₫,0,Trước 11:59 ngày mai0đ (đã trừ 14K Freeship),0đ (đã trừ 14K Freeship),Nhà Sách Lao Động
GIAO SIÊU TỐC 2HĐại Cương Lịch Sử Và Văn Hoá Ấn ĐộĐã bán 31112.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Địa Danh - Du Lịch,Đại Cương Lịch Sử Và Văn Hoá Ấn Độ,Đã bán 31,0,112.000 ₫,0,Trước 10:00 ngày mai19.000đFreeship 100% chỉ với 31 ASA,19.000đ,Sách Hà Nội
Văn Hóa Việt Nam Thời Hội NhậpĐã bán 780.500 ₫-30%,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Phong Tục - Tập Quán,Văn Hóa Việt Nam Thời Hội Nhập,Đã bán 7,115.000 ₫,80.500 ₫,-30%,"Thứ 4, ngày 25/0510.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 16 ASA",10.000đ (Freeship 30K đh 149K),Vinabook JSC
Sách Kể chuyện Văn hoá Việt: Chuyện ở của người xưa ( Kiến Thức Văn Hóa Lịch Sử/ Tặng Kèm Bookmark)Đã bán 198.500 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Phong Tục - Tập Quán,Sách Kể chuyện Văn hoá Việt: Chuyện ở của người xưa ( Kiến Thức Văn Hóa Lịch Sử/ Tặng Kèm Bookmark),Đã bán 1,0,98.500 ₫,0,"Thứ 7, ngày 28/0518.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 30 ASA",18.000đ (Freeship 30K đh 149K),AHABOOKS
Di tích lịch sử văn hóa Tây NguyênĐã bán 1566.000 ₫,Nhà Sách Tiki,Sách tiếng Việt,Sách Văn Hóa - Địa Lý - Du Lịch,Sách Địa Danh - Du Lịch,Di tích lịch sử văn hóa Tây Nguyên,Đã bán 15,0,66.000 ₫,0,"Thứ 4, ngày 25/0510.000đ (Freeship 30K đh 149K)Freeship 100% chỉ với 16 ASA",10.000đ (Freeship 30K đh 149K),Vinabook JSC
